machine_id,series,shift,operator,temp_zone1,temp_zone2,pressure_main,processing_time,humidity,defect_flag
M0232,Series-C,Evening,Op-3,199.54413983644503,198.57424607150455,5.563025125386084,41.08117167206802,52.16639000015543,0
M0233,Series-B,Evening,Op-2,202.43339449322693,180.31907365104092,4.974303138205757,41.5472947384187,45.62099500333778,1
M0234,Series-A,Night,Op-2,197.5876394214367,184.63249518898445,4.113483765896559,40.41904042259379,43.46992100710044,0
M0235,Series-B,Morning,Op-3,203.52055396514297,205.53322416952858,5.630960750356996,40.84088895884778,47.59503045838635,0
M0236,Series-B,Night,Op-4,187.48460575809557,183.61129769232852,4.547133849568691,44.66410854975322,56.02891552445907,0
M0237,Series-B,Morning,Op-2,214.4376460407326,219.02524671270592,4.67311683067559,41.42120005444624,47.84187153809145,0
M0238,Series-C,Evening,Op-1,199.1784882160743,188.48264468447317,4.702169352978254,48.4102603285631,55.015392984221116,0
M0239,Series-C,Evening,Op-4,211.1729583158813,153.58855861266272,5.687219046585408,52.436230776679636,42.50972593598301,0
M0240,Series-A,Evening,Op-2,203.42725346377705,191.30012431656797,3.932162893010652,42.09973379314979,55.45542839330158,1
M0241,Series-A,Evening,Op-2,204.56753219153785,185.71737577324166,6.568874266829997,46.19702250267689,44.73866649813297,0
M0242,Series-C,Night,Op-1,205.69767280232205,199.34629131124117,5.528028404533026,47.49842555151467,53.54786259777745,0
M0243,Series-B,Morning,Op-1,204.47708560017315,190.09772026904938,5.11161945706458,47.360011354596374,51.31563109681993,0
M0244,Series-A,Morning,Op-3,206.42722759867544,177.9231602402434,4.972552999691857,45.37977633958044,58.58289434423375,0
M0245,Series-C,Night,Op-4,213.29152530132433,161.63552645565952,5.142777037428829,48.71341209179861,47.746450359506284,0
M0246,Series-C,Morning,Op-4,201.9652116970147,176.8646511407096,5.26056121418967,47.41124476340329,41.32330377668881,0
M0247,Series-C,Evening,Op-3,207.09003757588513,167.2421931868605,5.322607792975028,38.81168788836351,40.38310971102506,0
M0248,Series-B,Morning,Op-4,199.10264305712772,171.29214825292917,5.277802233001724,49.345780321946364,56.53717121945506,0
M0249,Series-C,Evening,Op-4,214.40117215449473,188.82867606630916,5.044790340627625,49.43645418633371,50.49471275322864,1
M0250,Series-C,Night,Op-4,193.2360769794073,205.0485675652711,4.9013307898463365,41.18356947910709,55.50488103669898,0
M0251,Series-C,Morning,Op-4,218.00940432910815,185.92007294734472,4.924363358173244,45.18968917723801,44.6885120002303,1
M0252,Series-C,Night,Op-4,199.59842049355657,162.06175406947224,4.902545859823659,48.416644964055344,46.901674910264674,0
M0253,Series-A,Morning,Op-1,185.69224897881952,186.6690400233021,5.566885048433532,43.95343090210319,40.60207744422638,0
M0254,Series-A,Evening,Op-4,201.28104414910788,197.94947229968477,5.296778361140431,50.36489023883006,59.22984649148224,0
M0255,Series-C,Night,Op-1,193.18948342525118,170.85325643520926,3.5298056826678597,56.8193624730968,53.357358134016266,1
M0256,Series-B,Morning,Op-4,208.40643548988723,177.98974249990624,5.32795038826488,41.07006983682509,58.664101755186124,0
M0257,Series-A,Evening,Op-3,193.4737602069761,180.22032292093795,5.097368097359388,38.094776984231125,45.30992814858145,0
M0258,Series-C,Night,Op-2,195.5381656678522,168.2265253037664,4.990645621777051,46.51909297802438,52.22927222451322,0
M0259,Series-A,Night,Op-1,181.10459269054468,189.7242065076579,4.8057407734555575,48.60781252563072,53.56999936585276,0
M0260,Series-A,Morning,Op-4,195.47693680750922,178.18577777088328,5.562056359993007,43.845668130776154,46.35099400515177,0
M0261,Series-B,Morning,Op-3,175.76120673371042,186.29298665860543,5.473763231061429,52.266303316605175,56.962184700312605,0
M0262,Series-C,Morning,Op-2,184.16097176514276,166.6876173329685,4.613561166088195,38.30697100138376,58.943229258004955,0
M0263,Series-C,Evening,Op-1,207.60414656144297,173.43812549514885,5.203526143562268,48.46459311515805,57.69710235392009,0
M0264,Series-B,Morning,Op-2,207.85800158650832,190.83572036741657,4.514171632729357,41.970695896205534,54.78133951878745,0
M0265,Series-B,Night,Op-3,204.25457561784964,174.4075027186235,4.310190917605535,53.59688953103648,45.54929359449908,1
M0266,Series-C,Night,Op-1,190.33023856870787,205.9044577685011,4.686641387705017,54.962576765840595,45.632320842112634,0
M0267,Series-C,Morning,Op-2,199.5228864385802,174.00545721578098,5.43119673619138,41.16671706108326,59.26720640892076,0
M0268,Series-B,Morning,Op-4,199.96397460909432,183.3702708862783,5.476562522688043,42.2522143204571,40.205689918713844,0
M0269,Series-A,Night,Op-1,188.4163531080746,193.98886247809634,5.256542710048646,49.29793943489901,54.32099946484289,0
M0270,Series-A,Evening,Op-2,215.03398301767152,158.7245140060045,5.362547893423999,43.064346751052426,54.124923251105244,0
M0271,Series-B,Morning,Op-3,208.77362290575672,153.58786782028835,5.258089143557479,44.77294391033881,52.45379081899595,0
M0272,Series-A,Morning,Op-3,197.79035826170337,157.11515528144858,4.679259202388524,45.12694210271205,59.80217692173731,1
M0273,Series-B,Night,Op-1,200.2688583899453,198.93876155140774,5.21596127233697,35.40163421901172,46.237588715274505,0
M0274,Series-A,Morning,Op-2,202.08382807947552,171.7221278116133,5.400204762613841,44.93081126952881,46.79943727586496,0
M0275,Series-A,Evening,Op-1,179.5826513157571,218.37298928502378,5.377145664906787,41.55136112967913,41.57878805893111,0
M0276,Series-C,Night,Op-1,197.52822617479404,171.53628602013916,5.594456685737321,42.53438588800114,48.85596273087475,0
M0277,Series-C,Morning,Op-2,193.18015752002202,182.76826954795555,5.354151923600532,52.21816001734407,45.22097052469696,0
M0278,Series-A,Night,Op-2,189.98379990105084,203.13164928851813,5.175724103770792,38.71746552860372,46.867734043552886,0
M0279,Series-A,Morning,Op-4,197.18899707114045,210.09139332238684,5.535075119158214,49.06602593373989,56.691435805112555,0
M0280,Series-C,Morning,Op-2,217.97686526849523,210.92255364954596,4.98673937037547,43.60518534834096,58.70969027054991,1
M0281,Series-C,Morning,Op-3,206.4084286126701,198.12549345889713,4.559062674386141,43.60119915752083,43.71466144010371,0
M0282,Series-C,Evening,Op-1,194.28821010217203,195.36093788717193,4.918466518028118,48.951859480258555,47.45017863106932,0
M0283,Series-B,Evening,Op-1,205.72582781356158,188.88790423801774,4.627548677596775,46.70025647284445,58.57261124230788,1
M0284,Series-A,Night,Op-3,213.99355436586004,191.67541614249956,4.662410862512809,47.85306498609766,41.23616921378445,1
M0285,Series-C,Morning,Op-2,209.2463368291277,171.732214255072,4.927740664642241,49.84092330266431,41.84721056222757,0
M0286,Series-A,Morning,Op-3,200.59630369920174,167.7270167486654,4.603790039500019,43.34345808408339,43.25581978412459,1
M0287,Series-B,Evening,Op-3,193.53063222294426,179.9493831388357,4.84601923518048,41.93881632746125,51.90425668253749,0
M0288,Series-B,Morning,Op-4,206.9822331361359,177.44723066212606,4.053192666523107,39.57424736721101,43.00944542011995,0
M0289,Series-C,Evening,Op-3,203.9348538542175,173.20157926009088,5.1066468536864695,40.87294735010522,59.36152762901467,0
M0290,Series-B,Morning,Op-1,208.95193220027733,190.44581171185072,5.000602737681112,59.745472126543625,48.934290545170406,0
M0291,Series-A,Night,Op-3,206.3517180168197,194.32957812855767,4.591455684465904,51.22339790368393,50.03035920700333,0
M0292,Series-C,Morning,Op-1,210.49552715319336,181.3261032943777,5.329622834216202,38.24462816895989,44.93317231610813,0
M0293,Series-A,Morning,Op-1,194.64764788439433,202.1629512158289,5.468785068813279,38.38771021628215,49.41920504869467,0
M0294,Series-A,Evening,Op-1,213.17394065634326,162.87466328799744,4.196220067815513,47.40933030859246,53.23827265274023,1
M0295,Series-B,Morning,Op-2,201.975996046924,177.09510811080423,4.618637610716893,47.736323986889836,55.02354273908085,1
M0296,Series-B,Morning,Op-4,220.75260872625265,169.24766519095792,4.615428825106351,47.744419176586824,55.07736165419826,1
M0297,Series-B,Evening,Op-1,193.10812181910433,152.0019507439041,4.530048449445568,43.72522103223151,51.55782225388177,0
M0298,Series-B,Night,Op-1,217.35963803165248,178.75978971235952,5.414737420965874,44.3727286999855,58.08719549987715,0
M0299,Series-B,Night,Op-2,201.9791078346265,178.17378737425074,4.903086930613599,46.639397620796785,56.34815694612219,0
M0300,Series-C,Evening,Op-1,193.4858199638555,202.70174614863197,4.867742579344695,45.429465031466655,55.14096229397251,0
M0301,Series-A,Evening,Op-3,195.16114165945677,189.46217526832166,3.9980688177966233,33.90349813626232,41.11211043360921,1
M0302,Series-A,Evening,Op-3,196.7965269180568,164.63719763506194,5.317709015104613,43.85100184712403,40.13755924439299,0
M0303,Series-A,Evening,Op-4,204.24165946401916,207.81138849501284,4.380370802573264,40.74296782869843,44.24894554390946,1
M0304,Series-A,Evening,Op-1,205.228354880355,198.3155054328803,5.029966315133164,45.87605709454256,53.27047187826905,0
M0305,Series-B,Night,Op-2,194.26299996061422,188.73146555202925,5.138688468979096,59.926295013017054,48.223949777650915,0
M0306,Series-A,Night,Op-3,199.75645407739017,176.60273851725253,5.680329297919325,46.83740832737152,48.04812518598624,0
M0307,Series-C,Evening,Op-2,221.42270358611864,165.6084114491478,4.345589800440444,43.432351569138014,57.691737764592276,0
M0308,Series-C,Morning,Op-2,217.2754317010071,174.41689835893422,3.4902439220895873,49.60900750988626,57.91125696263678,1
M0309,Series-A,Evening,Op-3,204.36323669674033,196.3312292955628,5.0919247723768475,47.41343943604606,58.18350528107172,0
M0310,Series-A,Morning,Op-2,200.380034781682,208.26879458901914,5.900255590755426,47.100472452259204,46.277561530300545,0
M0311,Series-C,Evening,Op-3,201.20031326718262,203.14865292408282,5.619473176469719,48.034252966078355,53.82111625478524,0
M0312,Series-C,Evening,Op-2,206.13517972730418,172.66725867320588,5.104829707637313,55.28271782414771,45.43266362548739,0
M0313,Series-B,Night,Op-3,189.77207434801593,163.20573850066484,4.754181907183976,39.34555782337042,43.812196661489,0
M0314,Series-C,Morning,Op-1,197.42623462576654,182.11329370366806,5.403561298318655,47.36816038405727,43.69264914694738,1
M0315,Series-B,Morning,Op-4,183.3141592612241,153.4734095165572,4.513226900147766,40.368094350092306,46.84215241727188,0
M0316,Series-B,Night,Op-3,203.99223122605278,184.84751571277172,5.23817888467811,47.77756323171124,48.599152395596434,0
M0317,Series-B,Night,Op-3,206.4719593970274,177.78596120551998,5.252735079583314,40.406567442569525,56.61898342110137,0
M0318,Series-B,Night,Op-4,195.16813537700625,173.00945247197637,5.53010495374944,42.913165931974575,42.39782186945424,0
M0319,Series-B,Night,Op-3,215.7398676329003,156.07945399099808,6.379830019455539,43.52455042881047,54.698516947897886,0
M0320,Series-A,Morning,Op-3,187.7423433699766,187.70400159854574,5.1962079835893835,49.87908359672355,50.62909828378611,0
M0321,Series-C,Morning,Op-2,185.3562511979018,172.00948740507133,4.745518187146251,49.59227221971207,45.758906853519846,0
M0322,Series-B,Evening,Op-4,202.24451818559973,162.45124746434567,4.987212843904003,38.77141311776808,49.856391690656494,0
M0323,Series-C,Evening,Op-1,210.47098302612156,136.91606680077527,4.115462047555441,45.27467055499925,45.99884139554045,1
M0324,Series-C,Night,Op-3,216.83927691457868,179.58727642424046,4.652643434455471,41.45210072625414,51.92163910476612,0
M0325,Series-B,Night,Op-4,195.4111573713106,206.58377395004615,4.795358780943448,38.70747544662333,48.676878457104884,0
M0326,Series-A,Night,Op-2,210.78680833431295,204.91888821821806,4.737955801032704,43.91491474787815,43.28811058157758,1
M0327,Series-B,Evening,Op-1,199.61491530499293,173.14355615120593,5.076177436016861,43.4575860577209,42.331661491113934,1
M0328,Series-A,Evening,Op-4,198.2737270005918,170.96681909457328,4.5887900338089,57.13358243172761,50.9339136414426,0
M0329,Series-C,Evening,Op-1,208.83659937486672,187.03161384112536,5.560515333662236,47.16479912680348,58.04826066572207,1
M0330,Series-A,Evening,Op-1,206.5232287841342,165.02421841217563,5.000103532459098,38.11191249622881,46.879153731153714,0
M0331,Series-A,Evening,Op-1,184.2360784301575,184.526878497292,4.995349839430687,42.17612997914529,54.66000214445246,0
M0332,Series-A,Evening,Op-3,214.76540349725894,191.49120417577035,4.836052641743541,50.106916477146996,53.17322709879534,0
M0333,Series-C,Evening,Op-3,213.80091354147453,198.4039983582646,5.07759534192949,55.442213864349625,58.63109828618962,0
M0334,Series-C,Night,Op-2,193.74437298490471,178.4976888528007,5.412549132333817,37.07008343881021,56.419620345982814,0
M0335,Series-A,Night,Op-2,203.9580353343741,176.9448937473455,4.5664348921445495,35.60037807430477,51.33210517810926,0
M0336,Series-A,Night,Op-4,204.9403018628274,166.83026119865158,4.670941755462372,54.35482587685891,53.14060996468215,0
M0337,Series-B,Night,Op-2,202.60673765823907,167.5967946894021,4.848136985611668,46.94807088685452,57.9677293316807,0
M0338,Series-A,Evening,Op-1,194.4969484615458,176.6028166214771,4.327064538263393,40.65853634061817,47.9903756917387,0
M0339,Series-B,Morning,Op-1,193.2837663206195,185.51048260224266,4.590371070139251,47.67314543061217,46.53589411715555,0
M0340,Series-A,Evening,Op-3,199.74445929008556,193.70376939349873,4.761889563227671,31.821261304915613,40.216221672703924,0
M0341,Series-B,Morning,Op-1,211.72729019259364,167.95231573979484,5.437194590356364,45.0168775329858,56.531021483829285,0
M0342,Series-C,Night,Op-4,205.43600154594432,202.39032853439284,5.131280664500963,46.63910586421542,56.0196140080673,0
M0343,Series-A,Evening,Op-1,196.29385667913894,175.93314598436146,5.096794955683772,49.621350697689145,42.08909036200303,0
M0344,Series-A,Night,Op-1,207.71698710648346,179.67949058477345,5.425448981083986,39.93052023853731,51.537147622654004,0
M0345,Series-A,Evening,Op-4,171.51457379369924,168.79182481278264,4.931314105800301,45.4284358070168,49.279633963337744,0
M0346,Series-A,Night,Op-2,211.48765700372104,143.63639609590587,5.195232424964445,40.37287686970206,42.37418191018223,0
M0347,Series-B,Morning,Op-2,182.602862212219,193.26068094541574,4.948389123533752,46.27691877837159,59.61136454121447,0
M0348,Series-A,Morning,Op-4,196.37559058596867,191.0526584563865,5.132681174699814,40.52326838818488,44.29391774926711,0
M0349,Series-C,Morning,Op-3,188.80330105373855,175.7800866432268,4.708620671194209,42.959495804198895,41.34468360181123,0
M0350,Series-C,Evening,Op-1,187.05318524279093,181.00486075837307,3.7805914208617857,40.020923026048855,51.896947590038195,1
M0351,Series-A,Morning,Op-4,211.6082678737852,187.7390882655615,4.932860418906848,48.255681209118286,54.77733354266066,1
M0352,Series-C,Evening,Op-1,195.3229879868811,156.56181214670187,5.71137406804997,49.29225558328333,40.64886892094374,0
M0353,Series-A,Morning,Op-3,203.46503881730715,172.06420983980559,5.463107701120796,43.82689715021293,53.174352774540445,0
M0354,Series-A,Morning,Op-1,199.53079421120816,191.91397019432742,5.482698742295585,45.19118997480014,50.64583751902909,0
M0355,Series-C,Evening,Op-4,204.7704082722312,161.18565865246126,5.618065360903109,37.75704292683228,42.065300177500966,0
M0356,Series-A,Evening,Op-1,200.76821891060254,184.40336898249944,5.044328795480719,43.50161675996606,43.45047753892724,0
M0357,Series-C,Morning,Op-2,187.1700777581143,159.65127293064893,5.0986578537027984,44.74897691479128,51.35948594632161,0
M0358,Series-B,Evening,Op-3,209.9626681944714,186.99644973650288,4.691174052282825,58.103965455149876,45.927152270265765,0
M0359,Series-A,Morning,Op-3,195.0624341683869,179.46537776553774,4.841963571986475,39.440164871129184,58.76631457302632,1
M0360,Series-B,Evening,Op-3,184.43418101340248,155.77302276141737,5.307885574885571,52.320886193762185,56.37480458968101,0
M0361,Series-C,Night,Op-4,195.71884839034087,197.47109031685758,5.6019422185844086,49.98429386732904,59.67134413027326,0
M0362,Series-B,Night,Op-3,215.0075979063431,168.98112634802928,4.9302768621595,46.40318202245068,45.19341677900828,1
M0363,Series-B,Night,Op-2,208.50221742113493,167.8462134447843,4.774905367574294,53.793102420975664,59.39447265595954,0
M0364,Series-C,Night,Op-4,196.5134786559214,183.00853795846413,5.000263979428299,46.860527363034315,48.624677395831156,0
M0365,Series-B,Night,Op-2,196.5074229568157,197.22956024143073,5.300603374464558,46.945795978339646,46.95037590627509,0
M0366,Series-B,Morning,Op-1,196.78364948782618,164.76267271532404,4.278072591933229,44.73439673491227,41.00699053938706,1
M0367,Series-C,Night,Op-1,220.7674798356084,180.92519774771958,3.851909523431381,51.117844412093135,41.05530515719205,1
M0368,Series-B,Night,Op-1,203.81935452231554,186.43224750495858,4.724731575254208,50.482346169054416,53.84022511893309,0
M0369,Series-C,Night,Op-1,204.3004164719107,190.39658410894717,4.389643787042921,41.87161356251894,49.158579888680556,1
M0370,Series-B,Night,Op-2,210.30283454031843,182.6466233291584,4.7459299011763445,38.40376402700616,44.530432520722115,0
M0371,Series-C,Evening,Op-4,202.38789159026513,174.49458241375015,4.926109840591264,43.98509681302171,52.279406126504654,1
M0372,Series-C,Morning,Op-4,197.40957854179297,167.5861466902692,4.7733757954884934,40.99980717801177,45.05716236500222,1
M0373,Series-B,Night,Op-3,198.0365015091502,181.29215824569562,5.726233767235373,44.68237712692322,51.55263508688845,0
M0374,Series-B,Night,Op-2,199.28398740585936,163.91791482021588,5.16337238230116,51.187190673420695,47.18417493965381,0
M0375,Series-B,Night,Op-1,199.62777763490158,136.1797427475809,5.150237179805414,42.71349172456605,56.471044532236384,0
M0376,Series-A,Morning,Op-2,207.2762954363698,186.548397062365,5.311103572021701,44.78588309344212,56.413923215335586,0
M0377,Series-A,Evening,Op-3,200.519458858073,193.55902261629294,4.430583441109615,45.290113674041976,49.54700796244803,1
M0378,Series-A,Morning,Op-3,207.32640077215578,144.55601346687243,5.519555893710134,49.242154411026426,47.01638218670031,0
M0379,Series-C,Evening,Op-2,199.19283419891417,164.85403942935093,4.96211785673227,33.765553330076976,47.25119593118189,1
M0380,Series-B,Night,Op-2,200.78635190316092,189.28731391507796,5.335240308620606,41.96649852617352,56.11429051336436,0
M0381,Series-C,Night,Op-2,180.01799315467892,210.8624320456755,4.464071383479922,46.056418461397364,46.56358965595224,0
M0382,Series-A,Morning,Op-4,209.1632767470248,180.3119056151311,4.2231206169919675,51.00039478213431,44.18118747413692,0
M0383,Series-B,Morning,Op-1,203.46488475897993,169.079955881563,5.408944829012515,42.54048776246898,41.69376683750614,1
M0384,Series-C,Evening,Op-2,209.98010109859652,177.2565533834274,5.188204763048758,35.617236469790626,49.33386241768817,0
M0385,Series-B,Evening,Op-2,171.0374462180631,200.62314628722277,4.548974222821244,48.09855722983068,49.64264197839684,1
M0386,Series-C,Morning,Op-2,220.88374704780728,170.31053731313196,4.565168459362653,41.82318805587185,56.818174208058146,0
M0387,Series-B,Evening,Op-3,198.60410371844827,168.0121199002462,5.562717392207385,39.0516667045482,44.42477392892128,0
M0388,Series-A,Morning,Op-3,211.08182816737516,172.75884716726952,4.405294053566336,41.87827305143388,47.619825473367996,1
M0389,Series-A,Evening,Op-4,189.6009407287447,165.70007087611933,5.821336476627982,44.077373211720754,56.16811477787382,0
M0390,Series-B,Morning,Op-1,206.1277390506257,181.84005473992192,4.549689632676065,41.97627667730894,56.47247221497947,0
M0391,Series-C,Morning,Op-4,189.46584436826345,204.3701768770434,5.319195962804192,33.97216971450465,47.69222151957536,0
M0392,Series-A,Morning,Op-1,193.76231039304196,184.84618909674043,4.835690762125508,49.48533098443566,49.18248046573362,0
M0393,Series-A,Evening,Op-3,219.14031353866787,176.2146974681057,5.301593715541172,51.37437520639361,46.06571781698566,0
M0394,Series-A,Evening,Op-3,198.09317599236653,175.62283096626683,4.727942998942904,48.25760995669753,58.65109756838624,1
M0395,Series-B,Evening,Op-3,202.17432873179723,156.55213786955014,4.918603546963853,39.311571647875915,42.3728753148316,1
M0396,Series-B,Morning,Op-4,208.70067730688754,193.24664665720738,5.020459587697861,43.99254233026241,58.6749884600294,0
M0397,Series-C,Evening,Op-2,204.95681887972606,178.83244204480798,4.498906272109264,44.96739342385271,53.677329036706865,0
M0398,Series-C,Evening,Op-2,201.50418905143576,177.29280129614062,5.370412172710063,47.99397194780955,50.63144305373462,0
M0399,Series-C,Morning,Op-3,203.64961002466225,227.8966135176729,4.743393216764208,48.34170244359041,40.65318121568992,0
M0400,Series-B,Night,Op-2,224.03415585238275,184.4812936254853,4.885700042329991,41.329131006107524,49.51192383644017,1
M0401,Series-B,Morning,Op-2,199.42381202966413,168.72313424857222,4.502825312695744,45.4099777820678,48.15496210005465,1
M0402,Series-C,Evening,Op-4,202.01099046714967,173.60463605691686,3.7188331706023448,47.28640202307621,43.22437623950245,1
M0403,Series-C,Morning,Op-1,210.50654396007613,197.22668563795133,4.904486118699915,52.279111610733835,53.128192070013135,0
M0404,Series-B,Night,Op-3,211.05525932957983,181.69905615806647,6.206307710806458,48.522532699123616,59.42301814736572,0
M0405,Series-C,Morning,Op-3,211.8703030556038,158.4258303252395,5.392302143949012,48.945283436877595,51.2437762212905,0
M0406,Series-A,Evening,Op-4,206.38730222029184,193.78843401862804,4.990369810132803,45.4191331396468,54.295065528878915,1
M0407,Series-B,Night,Op-4,188.56995087269516,169.9778387169151,4.8685545853958665,52.05229572601752,41.36900905132033,0
M0408,Series-C,Evening,Op-2,216.33431532301097,208.09946664326318,5.0112329464060235,47.04881397979749,48.35333991633989,1
M0409,Series-B,Night,Op-3,188.5365460698131,196.20072098571973,5.273559557587605,40.69456044913215,42.32716970328992,0
M0410,Series-A,Night,Op-1,203.02635465239032,173.29017156511873,4.409593592345578,52.01684985062595,52.255916710730204,0
M0411,Series-B,Morning,Op-4,192.45724149980643,199.21524542602668,5.557160847334436,48.48951636269514,58.76964316428309,0
M0412,Series-B,Morning,Op-1,199.35861653407008,181.01783265791104,5.357690657720622,42.78477989435759,53.23555464943277,0
M0413,Series-B,Evening,Op-1,203.2876241030348,192.7916051268333,5.359092862853967,42.602535163003786,41.53606096628843,0
M0414,Series-B,Morning,Op-3,203.21357215450274,187.2709922594171,5.219237869404863,46.48287772570381,47.093324099701654,0
M0415,Series-A,Morning,Op-3,204.21920754235285,167.30465017513689,5.009808328846995,47.31592397633792,51.01326758881703,1
M0416,Series-B,Night,Op-4,216.13711269058646,170.34675251523808,5.33643061798341,45.98646132815603,48.06415512266504,0
M0417,Series-B,Morning,Op-3,204.5353430151398,195.44941226371742,5.295907066870689,46.556543367214424,56.67288020950345,0
M0418,Series-C,Night,Op-3,197.55843364709352,174.97837001840188,4.822979644529488,53.499786872881906,56.29342009419978,0
M0419,Series-B,Night,Op-3,209.64087168288358,173.94527305137004,4.71319911355155,50.357715761174425,52.23662040206443,1
M0420,Series-C,Night,Op-1,211.8947048892464,165.6731613097597,5.0509281476309935,45.95317795632512,47.46915890265411,0
M0421,Series-A,Evening,Op-4,187.72392184863008,186.3539859839019,5.774510075747593,49.70655290383742,45.10672747526488,0
M0422,Series-A,Evening,Op-2,205.97400069849857,210.93787378864718,4.380446462173049,39.8373804823623,42.11748636426259,1
M0423,Series-A,Evening,Op-1,207.011727423109,163.9870062861859,4.26623736712378,46.98963524973404,47.09795366973108,0
M0424,Series-A,Night,Op-3,197.02436496640007,180.36329185009137,5.082380420618258,54.04653174866555,48.26345034415439,0
M0425,Series-C,Evening,Op-1,213.7570681331162,201.18330833123144,5.025443850928009,43.909770523038134,53.51645850208147,0
M0426,Series-B,Evening,Op-3,198.49944412967474,178.80537913131428,5.086670832185204,40.761830356904575,53.16319648595147,0
M0427,Series-A,Morning,Op-3,201.25576453471544,186.785576943746,5.12197659895425,41.7395555570347,41.40216279282514,0
M0428,Series-B,Evening,Op-1,198.2692817571613,164.06409707779682,4.888398872682598,39.55183481328806,47.90518630862316,0
M0429,Series-C,Evening,Op-4,200.15579047581468,186.42460645811474,5.744931719301041,41.076190459361484,43.63557734434724,0
M0430,Series-C,Night,Op-3,189.037249131048,177.19283602493178,4.199548010761742,43.14745950704985,43.13625410633611,0
M0431,Series-C,Night,Op-4,185.59949117405705,194.78594993519795,4.585751487609877,37.97216490410679,56.546042994744916,0
M0432,Series-A,Night,Op-2,215.94505063224972,197.81079077347127,4.948372619925476,45.07809166974801,40.83830433432515,0
M0433,Series-B,Night,Op-3,191.53038651681672,218.8434546302792,4.178405594422917,49.51138586893324,48.383657518042426,1
M0434,Series-B,Night,Op-4,190.08607650543692,188.69449759820364,4.912072797783964,40.4612190992654,43.36407311533036,0
M0435,Series-B,Night,Op-4,178.46609886396286,184.8869447487325,5.830735082864009,52.59641961820884,57.58660431356948,0
M0436,Series-C,Evening,Op-2,193.610382523105,182.91576452366004,5.0104432441479805,47.55396044263797,51.140810265500704,0
M0437,Series-A,Night,Op-4,186.769102065925,174.70250560783967,5.115350452859341,50.152902928120284,44.62761272753696,0
M0438,Series-C,Night,Op-4,216.4201516013637,185.07725765192538,4.3699176174137095,41.71082723073931,50.04854574332753,1
M0439,Series-C,Morning,Op-2,210.09817089342633,175.56897884791456,4.691819295980261,49.27262613533308,54.62972719406232,0
M0440,Series-B,Evening,Op-3,193.11849654822277,182.5269146440442,4.812401809838032,39.54033049802344,59.162360178388674,0
M0441,Series-C,Evening,Op-4,222.52435805344308,199.7639630341194,4.841142451621883,49.451237504182544,44.40892008490838,0
M0442,Series-B,Evening,Op-4,209.81765486991594,164.90186152080537,5.640821897501884,45.85919669896766,57.723635442586904,0
M0443,Series-A,Night,Op-4,196.75168616491376,197.09817841693567,5.278845530362562,47.76625609992392,58.686082283349805,0
M0444,Series-B,Night,Op-1,175.00594285126428,199.756726010098,4.444271021531484,39.12202697187574,58.32841089064132,1
M0445,Series-A,Night,Op-2,222.90942572590743,178.22897209513383,5.1232523892160025,40.524650788616974,52.708287137238194,0
M0446,Series-B,Morning,Op-1,186.10427533236404,148.17217651487107,5.249110874248393,47.98614109126692,52.596413088694156,0
M0447,Series-C,Night,Op-2,183.54601253043108,170.88267019358352,5.570074519260634,40.258259978878996,48.06421266367646,0
M0448,Series-C,Morning,Op-3,210.2257043200964,199.45491819841664,5.790270343284186,47.316031460495616,55.04795764607576,0
M0449,Series-A,Evening,Op-3,224.39752406339272,179.65697906551677,4.492452904086066,38.16431096769877,50.62588036701864,1
M0450,Series-A,Night,Op-4,213.8427281851052,165.01046651557633,4.594571244394831,49.240871063333344,53.54876142456589,0
M0451,Series-A,Morning,Op-2,205.6390912005236,172.42837618157674,4.371211070542692,38.83738342615745,48.56915807697591,1
M0452,Series-B,Morning,Op-3,205.94754341665285,192.6093003975683,4.8829900704465095,47.76149968839762,54.62992928086278,1
M0453,Series-B,Night,Op-2,208.53415558780307,188.2010035230207,5.233179187223167,48.12815466823,56.489430352090984,0
M0454,Series-A,Evening,Op-3,207.58928589786765,176.41601851245457,5.4936672582945505,41.516140907852126,42.92872513205632,0
M0455,Series-C,Evening,Op-1,202.81191423969375,174.49763382277968,4.962024488178739,47.91013283542363,56.65859431148456,0
M0456,Series-B,Evening,Op-3,201.04201103951877,174.12362776434267,4.840076238372578,46.30221131666778,50.80593063580614,0
M0457,Series-B,Morning,Op-1,199.3740687210048,166.16384723252247,5.07587899612437,42.30579071903631,56.89331818180449,0
M0458,Series-B,Morning,Op-3,192.46035411133323,204.23063534204164,4.582428549184988,39.95722657961896,48.626034126820294,0
M0459,Series-A,Morning,Op-4,197.19324923133226,175.1651929618299,6.044769360847386,35.1868715416371,47.5808097076607,0
M0460,Series-A,Morning,Op-1,183.07043185804613,198.25737781238246,4.19616948644097,46.74825023649847,58.30121465034445,0
M0461,Series-A,Evening,Op-3,199.0166037320525,202.81974077883677,5.092370289447862,37.175986143189725,45.02338535096803,0
M0462,Series-A,Night,Op-4,190.11408892849082,194.97466347221942,6.01180310961482,45.47672099720654,56.884246505722864,1
M0463,Series-A,Morning,Op-1,188.9641068278423,173.52569530922926,5.003399922279999,43.68275891958876,49.68041145018808,0
M0464,Series-C,Morning,Op-4,201.7989415115348,186.05595135504913,4.904980482499253,48.39571387719098,50.28190885102519,1
